year,nace_number,boat_type,section_code,lane,team,500m,1000m,1500m,2000m,500m(s),1000m(s),1500m(s),2000m(s),order,qualify
2012,67,m2x,敗復B組,2,茨城大学A,01:54.84,03:56.93,06:03.19,08:07.90,114.84,236.93,363.19,487.9,4,
2012,68,m2x,敗復C組,3,岐阜経済大学,01:46.71,03:44.99,05:47.60,07:43.84,106.71000000000001,224.99,347.6,463.84000000000003,1,→Semi-Final
2012,68,m2x,敗復C組,4,名古屋大学A,01:54.93,03:57.83,06:00.82,07:58.94,114.93,237.82999999999998,360.82,478.94,2,
2012,68,m2x,敗復C組,2,名古屋工業大学,01:54.01,04:00.61,06:12.29,08:16.45,114.00999999999999,240.61,372.29,496.45,3,
2012,68,m2x,敗復C組,5,新潟大学,01:57.05,04:02.79,06:13.88,08:22.14,117.05,242.79,373.88,502.14,4,
2012,69,m2x,敗復D組,3,富山国際大学B,01:46.44,03:44.43,05:45.43,07:46.15,106.44,224.43,345.43,466.15,1,→Semi-Final
2012,69,m2x,敗復D組,4,慶應義塾大学B,01:53.81,03:55.98,05:58.19,07:55.41,113.81,235.98,358.19,475.40999999999997,2,
2012,69,m2x,敗復D組,2,九州大学A,01:52.96,03:55.42,05:57.89,07:57.33,112.96000000000001,235.42000000000002,357.89,477.33,3,
2012,69,m2x,敗復D組,5,立教大学B,01:56.75,04:00.11,06:02.54,08:04.46,116.75,240.11,362.54,484.46,4,
2012,69,m2x,敗復D組,1,長崎大学医学部,02:02.35,04:19.52,06:27.33,08:31.90,122.35,259.52,387.33,511.9,5,
2012,70,m2x,敗復E組,4,今治西高校A,01:51.95,03:50.22,05:47.47,07:40.49,111.95,230.22,347.47,460.49,1,→Semi-Final
2012,70,m2x,敗復E組,3,岡山大学,01:53.83,03:51.21,05:48.18,07:42.85,113.83,231.21,348.18,462.85,2,
2012,70,m2x,敗復E組,2,大阪府立大学,01:53.07,03:55.59,05:59.62,07:57.71,113.07,235.59,359.62,477.71,3,
2012,70,m2x,敗復E組,5,九州大学B,01:57.21,04:00.43,06:04.34,08:04.51,117.21000000000001,240.43,364.34,484.51,4,
2012,70,m2x,敗復E組,1,今治西高校B,01:59.36,04:10.29,06:21.84,08:28.27,119.36,250.29,381.84,508.27,5,
2012,71,m2x,敗復F組,3,日本大学A,01:46.28,03:42.20,05:36.37,07:32.96,106.28,222.2,336.37,452.96,1,→Semi-Final
2012,71,m2x,敗復F組,4,龍谷大学,01:54.29,03:53.53,05:48.10,07:46.01,114.28999999999999,233.53,348.1,466.01,2,
2012,71,m2x,敗復F組,2,法政大学,01:50.15,03:50.51,05:49.57,07:50.31,110.15,230.51,349.57,470.31,3,
2012,71,m2x,敗復F組,5,東京海洋大学A,02:03.71,04:10.87,06:14.81,08:26.16,123.71,250.87,374.81,506.16,4,
2012,71,m2x,敗復F組,1,今治西高校C,02:01.71,04:12.84,06:20.84,08:29.52,121.71,252.84,380.84,509.52,5,
2012,72,m2x,敗復G組,3,日本大学B,01:41.89,03:33.26,05:26.19,07:20.91,101.89,213.26,326.19,440.91,1,→Semi-Final
2012,72,m2x,敗復G組,2,東京医科歯科大学,01:52.24,03:54.12,05:53.40,07:49.35,112.24000000000001,234.12,353.4,469.35,2,
2012,72,m2x,敗復G組,4,東京大学,01:50.94,03:51.73,05:52.81,07:49.70,110.94,231.73,352.81,469.7,3,
2012,72,m2x,敗復G組,5,立教大学A,01:55.64,03:56.54,05:57.37,07:56.73,115.64,236.54,357.37,476.73,4,
2012,72,m2x,敗復G組,1,東北学院大学,01:57.40,04:04.19,06:10.03,08:12.56,117.4,244.19,370.03,492.56,5,
2012,73,m2x,敗復H組,3,東京経済大学B,01:47.12,03:37.66,05:30.87,07:27.11,107.12,217.66,330.87,447.11,1,→Semi-Final
2012,73,m2x,敗復H組,4,敦賀工業高校,01:53.70,03:49.37,05:46.27,07:46.19,113.7,229.37,346.27,466.19,2,
2012,73,m2x,敗復H組,2,埼玉大学,01:53.30,03:49.96,05:49.14,07:50.08,113.3,229.96,349.14,470.08,3,
2012,73,m2x,敗復H組,1,東京海洋大学B,01:57.99,03:59.57,06:00.05,08:04.73,117.99000000000001,239.57,360.05,484.73,4,
2012,73,m2x,敗復H組,5,今治西高校D,01:55.19,03:54.58,06:00.71,08:14.69,115.19,234.57999999999998,360.71,494.69,5,
2012,101,m2x,準決A組,3,日本大学D,01:35.91,03:19.83,05:07.52,06:54.56,95.91,199.82999999999998,307.52,414.56,1,→Final A
2012,101,m2x,準決A組,2,日本大学A,01:38.67,03:26.11,05:15.17,07:06.09,98.67,206.11,315.17,426.09,2,→Final B
2012,101,m2x,準決A組,4,慶應義塾大学A,01:41.75,03:29.83,05:20.24,07:10.93,101.75,209.82999999999998,320.24,430.93,3,
2012,101,m2x,準決A組,5,今治西高校A,01:44.65,03:36.93,05:30.08,07:19.21,104.65,216.93,330.08,439.21,4,
2012,102,m2x,準決B組,3,関西電力美浜,01:35.99,03:21.45,05:10.22,06:59.59,95.99000000000001,201.45,310.22,419.59000000000003,1,→Final A
2012,102,m2x,準決B組,4,富山国際大学A,01:39.67,03:27.74,05:15.54,07:04.71,99.67,207.74,315.54,424.71,2,→Final B
2012,102,m2x,準決B組,2,成蹊大学,01:41.39,03:29.21,05:19.52,07:07.01,101.39,209.21,319.52,427.01,3,
2012,102,m2x,準決B組,5,岐阜経済大学,01:40.72,03:31.46,05:25.13,07:16.41,100.72,211.46,325.13,436.41,4,
2012,103,m2x,準決C組,4,加茂高校,01:38.71,03:24.82,05:11.22,06:56.03,98.71000000000001,204.82,311.22,416.03,1,→Final A
2012,103,m2x,準決C組,3,日本大学E,01:41.68,03:27.14,05:13.50,07:00.07,101.68,207.14,313.5,420.07,2,→Final B
2012,103,m2x,準決C組,2,東京経済大学B,01:39.60,03:25.87,05:14.72,07:03.71,99.6,205.87,314.72,423.71,3,
2012,103,m2x,準決C組,5,清風高校,01:44.31,03:38.07,05:32.95,07:26.86,104.31,218.07,332.95,446.86,4,
2012,104,m2x,準決D組,3,日本大学C,01:35.89,03:18.21,05:02.97,06:52.71,95.89,198.21,302.97,412.71,1,→Final A
2012,104,m2x,準決D組,4,東京経済大学A,01:38.54,03:23.69,05:08.92,06:54.50,98.53999999999999,203.69,308.92,414.5,2,→Final B
2012,104,m2x,準決D組,2,日本大学B,01:39.12,03:22.97,05:10.22,06:57.38,99.12,202.97,310.22,417.38,3,
2012,104,m2x,準決D組,5,富山国際大学B,01:41.09,03:30.12,05:22.50,07:16.25,101.09,210.12,322.5,436.25,4,
2012,121,m2x,順決,5,日本大学A,01:38.88,03:22.08,05:08.11,06:53.01,98.88,202.07999999999998,308.11,413.01,1,
2012,121,m2x,順決,3,東京経済大学A,01:40.01,03:24.48,05:10.23,06:57.65,100.00999999999999,204.48,310.23,417.65,2,
2012,121,m2x,順決,4,日本大学E,01:42.86,03:27.08,05:14.09,07:01.13,102.86,207.07999999999998,314.09,421.13,3,
2012,121,m2x,順決,2,富山国際大学A,01:40.82,03:26.87,05:15.39,07:01.63,100.82,206.87,315.39,421.63,4,
2012,122,m2x,決勝,3,日本大学C,01:35.20,03:15.03,04:58.73,06:40.65,95.2,195.03,298.73,400.65,1,
2012,122,m2x,決勝,4,日本大学D,01:35.49,03:17.28,05:00.00,06:43.05,95.49000000000001,197.28,300.0,403.05,2,
