year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2019,w2x,準決B組,146,1,法政大学,01:48.81,03:46.02,05:46.32,07:48.39,3,→Final A
2019,w2x,準決B組,146,2,鹿屋体育大学,01:53.61,03:53.46,05:53.86,07:55.13,4,→Final B
2019,w2x,準決B組,146,3,金沢大学,01:50.55,03:49.69,05:53.60,07:59.11,5,
2019,w2x,準決B組,146,4,名古屋大学,01:55.74,03:59.69,06:02.05,08:04.21,2,
2019,w2x,準決C組,147,1,富山国際大学,01:52.52,03:47.13,05:47.71,07:50.50,3,→Final A
2019,w2x,準決C組,147,2,学習院大学,01:54.89,03:53.32,05:54.62,07:57.06,2,→Final B
2019,w2x,準決C組,147,3,一橋大学,01:55.52,03:52.56,05:54.34,08:01.47,5,
2019,w2x,準決C組,147,4,東京海洋大学,02:00.58,04:02.94,06:13.78,08:26.20,4,
2019,w2x,準決D組,148,1,早稲田大学,01:50.04,03:43.47,05:41.88,07:41.20,3,→Final A
2019,w2x,準決D組,148,2,明治大学,01:49.83,03:44.03,05:42.73,07:41.44,4,→Final B
2019,w2x,準決D組,148,3,熊本大学,01:51.37,03:47.12,05:46.72,07:46.70,2,
2019,w2x,準決D組,148,4,大阪市立大学,01:52.64,03:53.02,05:57.65,08:03.78,5,
2019,w2x,順決,185,1,明治大学,01:50.67,03:46.41,05:44.24,07:38.64,3,
2019,w2x,順決,185,2,同志社大学,01:54.18,03:50.58,05:48.01,07:42.97,5,
2019,w2x,順決,185,3,鹿屋体育大学,01:53.06,03:51.06,05:48.64,07:43.65,4,
2019,w2x,順決,185,4,学習院大学,01:55.27,03:54.07,05:52.55,07:47.44,2,
2019,w2x,決勝,197,1,立教大学,01:49.71,03:42.19,05:34.17,07:24.40,3,
2019,w2x,決勝,197,2,法政大学,01:46.33,03:39.71,05:35.57,07:26.69,2,
2019,w2x,決勝,197,3,富山国際大学,01:49.46,03:41.06,05:33.78,07:27.27,5,
2019,w2x,決勝,197,4,早稲田大学,01:51.46,03:45.88,05:39.87,07:28.77,4,
2019,m2-,予選A組,1,1,法政大学,01:43.24,03:30.45,05:20.17,07:08.54,4,→Semi-Final
2019,m2-,予選A組,1,2,九州大学,01:51.53,03:45.51,05:41.40,07:32.57,3,
2019,m2-,予選A組,1,3,龍谷大学,01:45.42,03:40.30,05:38.39,07:33.07,2,
2019,m2-,予選A組,1,4,立命館大学,01:53.63,03:52.55,05:53.34,07:48.26,5,
2019,m2-,予選A組,1,5,学習院大学,01:50.90,03:48.60,05:49.16,07:51.10,1,
2019,m2-,予選B組,2,1,慶應義塾大学,01:41.75,03:29.71,05:21.49,07:11.41,5,→Semi-Final
2019,m2-,予選B組,2,2,大阪府立大学,01:43.12,03:32.97,05:25.39,07:18.01,1,
2019,m2-,予選B組,2,3,関西学院大学,01:44.49,03:35.35,05:27.37,07:20.34,4,
2019,m2-,予選B組,2,4,大阪市立大学,01:47.03,03:37.31,05:30.15,07:20.51,3,
2019,m2-,予選B組,2,5,関西大学,01:52.56,03:48.76,05:46.88,07:46.24,2,
2019,m2-,予選C組,3,1,日本大学,01:44.47,03:33.80,05:24.13,07:13.83,5,→Semi-Final
2019,m2-,予選C組,3,2,東京大学,01:42.21,03:32.03,05:24.74,07:20.89,4,
2019,m2-,予選C組,3,3,大阪大学,01:44.88,03:38.34,05:36.23,07:31.04,2,
2019,m2-,予選C組,3,4,大阪工業大学,01:46.73,03:40.02,05:36.70,07:38.23,3,
2019,m2-,予選D組,4,1,早稲田大学,01:41.12,03:30.86,05:22.65,07:10.82,3,→Semi-Final
2019,m2-,予選D組,4,2,同志社大学,01:45.08,03:36.39,05:28.46,07:23.99,2,
2019,m2-,予選D組,4,3,東京経済大学,01:51.10,03:47.41,05:43.95,07:39.67,4,
2019,m2-,予選D組,4,4,東京工業大学,01:53.28,03:53.03,05:51.72,07:50.64,5,
2019,m2-,予選E組,5,1,京都大学,01:42.43,03:33.00,05:23.87,07:13.72,3,→Semi-Final
2019,m2-,予選E組,5,2,一橋大学,01:45.32,03:34.30,05:25.82,07:14.92,2,
2019,m2-,予選E組,5,3,日本体育大学,01:46.77,03:35.61,05:28.27,07:20.55,5,
2019,m2-,予選E組,5,4,中央大学,01:44.99,03:41.98,05:40.41,07:39.85,4,
2019,m2-,予選F組,6,1,明治大学,01:45.21,03:32.23,05:20.49,07:07.10,2,→Semi-Final
2019,m2-,予選F組,6,2,立教大学,01:41.41,03:29.72,05:22.14,07:14.83,4,
2019,m2-,予選F組,6,3,仙台大学,01:44.09,03:36.21,05:29.21,07:18.96,5,
2019,m2-,予選F組,6,4,東北大学,01:44.57,03:35.55,05:30.81,07:26.30,3,
2019,m2-,敗復A組,65,1,大阪市立大学,01:45.25,03:34.63,05:24.52,07:13.02,4,→Semi-Final
2019,m2-,敗復A組,65,2,関西学院大学,01:48.07,03:40.52,05:30.52,07:22.49,3,→Semi-Final
2019,m2-,敗復A組,65,3,東京経済大学,01:47.47,03:39.74,05:31.69,07:24.25,2,
2019,m2-,敗復A組,65,4,中央大学,01:42.54,03:37.28,05:33.64,07:25.95,5,
2019,m2-,敗復B組,66,1,日本体育大学,01:46.84,03:35.94,05:27.20,07:15.69,4,→Semi-Final
2019,m2-,敗復B組,66,2,仙台大学,01:47.83,03:37.84,05:29.81,07:16.26,3,→Semi-Final
2019,m2-,敗復B組,66,3,大阪工業大学,01:50.03,03:43.31,05:37.20,07:29.17,2,
2019,m2-,敗復B組,66,4,関西大学,01:50.26,03:45.54,05:41.22,07:35.19,5,
2019,m2-,敗復C組,67,1,東京大学,01:47.99,03:38.30,05:28.36,07:13.83,4,→Semi-Final
2019,m2-,敗復C組,67,2,大阪府立大学,01:48.21,03:35.70,05:27.04,07:25.27,3,→Semi-Final
2019,m2-,敗復C組,67,3,龍谷大学,01:48.44,03:44.06,05:45.45,07:43.76,2,
2019,m2-,敗復C組,67,4,立命館大学,01:54.46,03:53.14,05:53.83,07:51.54,5,
2019,m2-,敗復D組,68,1,一橋大学,01:47.09,03:37.39,05:26.56,07:16.20,3,→Semi-Final
2019,m2-,敗復D組,68,2,同志社大学,01:45.14,03:35.92,05:27.87,07:17.17,4,→Semi-Final
2019,m2-,敗復D組,68,3,九州大学,01:48.62,03:43.33,05:37.88,07:35.96,2,
2019,m2-,敗復D組,68,4,東京工業大学,01:50.07,03:46.36,05:49.93,07:47.56,5,
2019,m2-,敗復E組,69,1,立教大学,01:44.33,03:35.72,05:26.17,07:16.98,3,→Semi-Final
2019,m2-,敗復E組,69,2,東北大学,01:46.15,03:37.84,05:30.02,07:24.96,4,→Semi-Final
2019,m2-,敗復E組,69,3,大阪大学,01:47.39,03:41.59,05:36.57,07:30.75,2,
2019,m2-,敗復E組,69,4,学習院大学,01:52.22,03:50.49,05:52.60,07:51.10,5,
2019,m2-,準決A組,122,1,明治大学,01:43.11,03:29.80,05:17.32,07:04.54,3,→Final A
2019,m2-,準決A組,122,2,一橋大学,01:45.31,03:32.45,05:20.14,07:07.06,4,→Final B
2019,m2-,準決A組,122,3,大阪府立大学,01:46.60,03:36.28,05:25.04,07:13.22,5,
2019,m2-,準決A組,122,4,仙台大学,01:44.60,03:34.14,05:24.61,07:14.14,2,
2019,m2-,準決B組,123,1,法政大学,01:42.04,03:27.62,05:14.92,07:01.64,3,→Final A
2019,m2-,準決B組,123,2,日本体育大学,01:43.88,03:31.40,05:20.01,07:06.95,4,→Final B
2019,m2-,準決B組,123,3,立教大学,01:44.67,03:33.90,05:22.32,07:09.50,2,
2019,m2-,準決B組,123,4,東北大学,01:45.48,03:34.93,05:25.16,07:15.61,5,
2019,m2-,準決C組,124,1,早稲田大学,01:39.54,03:26.39,05:14.92,07:05.49,3,→Final A
2019,m2-,準決C組,124,2,日本大学,01:38.27,03:26.70,05:20.01,07:09.28,4,→Final B
2019,m2-,準決C組,124,3,東京大学,01:46.53,03:37.68,05:22.32,07:10.97,2,
2019,m2-,準決C組,124,4,同志社大学,01:44.49,03:36.34,05:25.16,07:17.48,5,
2019,m2-,準決D組,125,1,京都大学,01:40.95,03:29.34,05:17.33,07:00.30,4,→Final A
2019,m2-,準決D組,125,2,慶應義塾大学,01:39.90,03:26.59,05:16.15,07:00.41,3,→Final B
2019,m2-,準決D組,125,3,大阪市立大学,01:44.73,03:36.24,05:28.31,07:14.59,2,
2019,m2-,準決D組,125,4,関西学院大学,01:44.22,03:35.63,05:29.01,07:23.62,5,
2019,m2-,順決,182,1,日本体育大学,01:45.26,03:33.48,05:21.70,07:05.66,4,
2019,m2-,順決,182,2,日本大学,01:44.51,03:34.12,05:24.31,07:06.61,5,
2019,m2-,順決,182,3,慶應義塾大学,01:42.35,03:32.42,05:23.94,07:07.53,3,
2019,m2-,順決,182,4,一橋大学,01:43.28,03:31.83,05:22.12,07:11.66,2,
2019,m2-,決勝,194,1,早稲田大学,01:44.77,03:37.13,05:37.43,07:25.62,5,
2019,m2-,決勝,194,2,法政大学,01:48.02,03:42.11,05:39.49,07:28.31,4,
2019,m2-,決勝,194,3,明治大学,01:51.20,03:44.44,05:44.47,07:35.26,2,
2019,m2-,決勝,194,4,京都大学,01:49.00,03:44.64,05:47.29,07:36.93,3,
2019,w2-,予選A組,63,1,早稲田大学,01:51.11,03:50.11,05:50.67,07:53.68,6,→Final A
2019,w2-,予選A組,63,2,明治大学,01:53.74,03:54.41,05:56.71,08:00.10,2,
2019,w2-,予選A組,63,3,日本体育大学,01:58.28,03:58.99,06:01.00,08:01.72,1,
2019,w2-,予選A組,63,4,一橋大学,01:59.06,04:01.30,06:03.72,08:03.51,5,
2019,w2-,予選A組,63,5,法政大学,01:55.00,03:58.39,06:01.51,08:04.24,3,
2019,w2-,予選A組,63,6,滋賀大学,02:06.40,04:16.58,06:27.66,08:38.49,4,
2019,w2-,予選B組,64,1,富山国際大学,01:53.16,03:52.44,05:53.07,07:54.89,4,→Final A
2019,w2-,予選B組,64,2,立命館大学,01:54.82,03:54.14,05:54.93,07:56.85,2,
2019,w2-,予選B組,64,3,東京経済大学,01:58.61,03:59.71,05:59.76,08:01.44,5,
2019,w2-,予選B組,64,4,龍谷大学,01:59.21,04:01.35,06:02.38,08:04.05,3,
2019,w2-,予選B組,64,5,慶應義塾大学,01:58.97,04:02.54,06:07.93,08:19.03,1,
2019,w2-,予選B組,64,6,同志社大学,01:59.80,04:03.79,06:11.64,08:25.76,6,
2019,w2-,敗復A組,120,1,東京経済大学,01:59.17,03:58.15,05:57.56,07:54.35,4,→Final A
2019,w2-,敗復A組,120,2,法政大学,01:55.92,03:57.32,05:58.88,07:57.71,5,→Final B
2019,w2-,敗復A組,120,3,龍谷大学,01:56.44,03:55.94,05:56.89,08:26.78,2,→Final B
2019,w2-,敗復A組,120,4,滋賀大学,02:39.93,04:47.20,06:56.55,09:08.43,1,
2019,w2-,敗復B組,121,1,立命館大学,01:52.35,03:51.42,05:51.20,07:52.99,3,→Final A
2019,w2-,敗復B組,121,2,日本体育大学,01:56.11,03:55.91,05:55.30,07:55.95,4,→Final B
2019,w2-,敗復B組,121,3,一橋大学,01:55.66,03:57.41,05:58.71,07:59.98,2,→Final B
2019,w2-,敗復B組,121,4,慶應義塾大学,01:57.24,04:00.03,06:03.33,08:10.47,5,
2019,w2-,敗復B組,121,5,同志社大学,01:58.39,04:06.74,06:22.47,08:41.78,1,
2019,w2-,順決,181,1,日本体育大学,01:54.89,03:54.51,05:54.90,07:55.58,3,
2019,w2-,順決,181,2,龍谷大学,01:57.21,03:57.50,05:58.39,07:56.14,5,
2019,w2-,順決,181,3,法政大学,01:55.55,03:56.55,05:58.81,07:57.61,4,
2019,w2-,順決,181,4,一橋大学,01:58.61,03:59.46,05:59.91,07:59.16,2,
2019,w2-,決勝,193,1,早稲田大学,01:57.38,03:58.93,06:05.77,08:13.07,3,
2019,w2-,決勝,193,2,富山国際大学,01:59.49,04:03.76,06:08.86,08:13.77,4,
2019,w2-,決勝,193,3,東京経済大学,02:04.18,04:07.94,06:14.48,08:21.81,5,
2019,w2-,決勝,193,4,立命館大学,01:56.69,04:00.82,06:10.27,08:22.06,2,
2019,m1x,予選A組,13,1,吾郷 匠実(松江工業高等専門学校),01:44.18,03:32.61,05:22.51,07:11.34,5,→Semi-Final
2019,m1x,予選A組,13,2,安達 歩大(富山国際大学),01:50.24,03:45.01,05:42.61,07:36.99,2,
2019,m1x,予選A組,13,3,岡田 孟志(関西大学),01:48.24,03:43.03,05:41.45,07:38.60,1,
2019,m1x,予選A組,13,4,諌山 周平(熊本大学),01:49.64,03:45.49,05:45.88,07:47.19,3,
2019,m1x,予選B組,14,1,一瀬 卓也(仙台大学),01:43.99,03:32.50,05:22.67,07:11.12,3,→Semi-Final
2019,m1x,予選B組,14,2,大下 陽士(慶應義塾大学),01:46.65,03:35.76,05:30.41,07:26.07,2,
2019,m1x,予選B組,14,3,須多 敏貴(大阪大学),01:59.03,04:02.60,06:07.87,08:06.08,1,
2019,m1x,予選B組,14,4,岡部 光汰(大阪府立大学),01:54.53,03:57.41,06:03.49,08:11.34,5,
2019,m1x,予選B組,14,5,大谷 徹志(青山学院大学),02:00.16,04:08.73,06:27.05,08:42.49,4,
2019,m1x,予選C組,15,1,福森 一真(京都大学),01:47.30,03:35.32,05:26.36,07:16.90,3,→Semi-Final
2019,m1x,予選C組,15,2,山﨑 健(愛媛大学),01:46.42,03:39.75,05:34.42,07:31.17,1,
2019,m1x,予選C組,15,3,岡本 航太郎(龍谷大学),01:49.84,03:43.62,05:38.39,07:34.35,5,
2019,m1x,予選C組,15,4,広島 直登(成城大学),01:49.90,03:50.14,05:55.52,07:55.56,4,
2019,m1x,予選C組,15,5,坂口 敬大(岐阜大学),01:52.28,03:53.69,06:00.38,08:07.11,2,
2019,m1x,予選D組,16,1,杉木 良平(北海道大学医学部),01:49.62,03:46.11,05:43.05,07:34.58,4,→Semi-Final
2019,m1x,予選D組,16,2,増田 大樹(東京工業大学),01:54.98,03:51.19,05:46.91,07:34.96,5,
2019,m1x,予選D組,16,3,榊原 遼太郎(東京医科歯科大学),01:52.38,03:48.86,05:48.10,07:47.03,2,
2019,m1x,予選D組,16,4,北山 悠斗(広島大学),01:51.12,03:52.02,05:56.39,08:02.69,3,
2019,m1x,予選D組,16,5,東郷 徳仁(関西学院大学),01:53.57,03:57.29,06:05.01,08:18.61,1,
2019,m1x,予選E組,17,1,木村 晶(日本大学),01:43.41,03:34.40,05:28.51,07:21.91,4,→Semi-Final
2019,m1x,予選E組,17,2,藤岡 天翔(同志社大学),01:49.04,03:45.79,05:43.38,07:37.16,1,
2019,m1x,予選E組,17,3,原田 遼椰(新潟大学),01:46.74,03:42.46,05:41.18,07:42.49,2,
2019,m1x,予選E組,17,4,久木 隆一郎(中央大学),01:54.15,03:51.61,05:52.02,07:50.28,3,
2019,m1x,予選E組,17,5,磯野 友希(名古屋大学),01:52.92,03:53.13,05:54.46,07:52.05,5,
2019,m1x,予選F組,18,1,阿部 光治(早稲田大学),01:44.59,03:35.79,05:27.21,07:17.32,2,→Semi-Final
2019,m1x,予選F組,18,2,増井 亮太(京都大学医学部),01:47.35,03:41.24,05:35.39,07:30.98,5,
2019,m1x,予選F組,18,3,藤田 一駿(早稲田大学理工漕艇部),01:43.65,03:40.14,05:39.47,07:36.08,4,
2019,m1x,予選F組,18,4,宮口 貴義(金沢大学),01:46.64,03:43.91,05:47.24,07:53.19,1,
2019,m1x,予選F組,18,5,鬼塚 遼平(島根大学),01:51.52,03:52.20,05:56.07,07:59.27,3,
2019,m1x,予選G組,19,1,浅野 優次郎(筑波大学),01:51.02,03:47.56,05:45.38,07:42.22,3,→Semi-Final
2019,m1x,予選G組,19,2,楠瀬 涼三郎(東京経済大学),01:51.60,03:49.92,05:49.65,07:47.85,5,
2019,m1x,予選G組,19,3,中河 俊輔(大阪工業大学),01:50.45,03:52.64,06:02.04,08:14.26,4,
2019,m1x,予選G組,19,4,菊池 文太(茨城大学),01:59.48,04:03.07,06:09.77,08:22.76,2,
2019,m1x,予選H組,20,1,門馬 健将(明治大学),01:45.15,03:36.80,05:29.32,07:21.83,4,→Semi-Final
2019,m1x,予選H組,20,2,名畑 公晴(北海道大学水産学部),01:55.84,03:54.77,05:51.66,07:44.63,2,
2019,m1x,予選H組,20,3,細川 一穂(北海道大学),01:53.26,03:50.83,05:48.39,07:46.09,3,
2019,m1x,予選H組,20,4,岸崎 裕介(東海大学),01:49.47,03:48.60,05:54.51,08:01.97,5,
2019,m1x,敗復A組,75,1,藤岡 天翔(同志社大学),01:50.80,03:46.08,05:45.62,07:45.98,3,→Semi-Final
2019,m1x,敗復A組,75,2,岡田 孟志(関西大学),01:51.19,03:48.37,05:47.72,07:46.23,4,
2019,m1x,敗復A組,75,3,坂口 敬大(岐阜大学),01:54.57,03:56.11,06:05.44,08:18.03,2,
2019,m1x,敗復A組,75,4,岡部 光汰(大阪府立大学),01:53.35,03:57.82,06:11.10,08:27.62,5,
2019,m1x,敗復B組,76,1,安達 歩大(富山国際大学),01:51.57,03:46.62,05:44.62,07:43.52,3,→Semi-Final
2019,m1x,敗復B組,76,2,原田 遼椰(新潟大学),01:50.22,03:46.81,05:49.84,07:54.70,4,
2019,m1x,敗復B組,76,3,須多 敏貴(大阪大学),01:57.71,04:02.68,06:10.87,08:15.98,2,
2019,m1x,敗復B組,76,4,中河 俊輔(大阪工業大学),02:00.81,04:04.71,06:11.46,08:29.28,5,
2019,m1x,敗復C組,77,1,藤田 一駿(早稲田大学理工漕艇部),01:46.05,03:39.35,05:41.96,07:43.39,3,→Semi-Final
2019,m1x,敗復C組,77,2,名畑 公晴(北海道大学水産学部),01:56.99,03:56.12,05:54.69,07:50.98,4,
2019,m1x,敗復C組,77,3,北山 悠斗(広島大学),01:55.47,03:56.50,06:01.64,08:07.72,2,
2019,m1x,敗復C組,77,4,東郷 徳仁(関西学院大学),01:57.24,04:02.60,06:12.74,08:26.49,5,
2019,m1x,敗復D組,78,1,増田 大樹(東京工業大学),01:56.80,03:54.62,05:52.83,07:48.00,3,→Semi-Final
2019,m1x,敗復D組,78,2,細川 一穂(北海道大学),01:57.03,03:56.35,05:57.24,07:56.84,4,
2019,m1x,敗復D組,78,3,岸崎 裕介(東海大学),01:59.62,04:01.14,06:06.63,08:08.05,2,
2019,m1x,敗復D組,78,4,菊池 文太(茨城大学),02:01.75,04:04.51,06:06.90,08:11.73,5,
2019,m1x,敗復E組,79,1,岡本 航太郎(龍谷大学),01:53.47,03:51.21,05:48.69,07:49.81,3,→Semi-Final
2019,m1x,敗復E組,79,2,榊原 遼太郎(東京医科歯科大学),01:55.64,03:53.62,05:53.62,07:54.03,4,
2019,m1x,敗復E組,79,3,鬼塚 遼平(島根大学),01:54.63,03:58.52,06:05.31,08:14.90,2,
2019,m1x,敗復E組,79,4,大谷 徹志(青山学院大学),02:04.05,04:16.72,06:34.41,09:01.71,5,
2019,m1x,敗復F組,80,1,山﨑 健(愛媛大学),01:54.15,03:48.45,05:49.65,07:48.98,3,→Semi-Final
2019,m1x,敗復F組,80,2,諌山 周平(熊本大学),01:56.36,03:53.85,05:57.84,08:00.84,4,
2019,m1x,敗復F組,80,3,広島 直登(成城大学),01:56.80,03:58.27,06:08.03,08:12.51,2,
2019,m1x,敗復G組,81,1,増井 亮太(京都大学医学部),01:53.95,03:50.04,05:50.68,07:54.27,3,→Semi-Final
2019,m1x,敗復G組,81,2,楠瀬 涼三郎(東京経済大学),01:58.35,03:58.17,06:03.27,08:05.62,4,
2019,m1x,敗復G組,81,3,宮口 貴義(金沢大学),01:52.44,03:52.04,06:02.46,08:13.42,2,
2019,m1x,敗復H組,82,1,大下 陽士(慶應義塾大学),01:52.72,03:48.37,05:45.41,07:39.40,3,→Semi-Final
2019,m1x,敗復H組,82,2,久木 隆一郎(中央大学),02:02.57,04:07.94,06:17.40,08:22.75,4,
2019,m1x,敗復H組,82,3,磯野 友希(名古屋大学),02:06.77,04:13.44,06:22.03,08:24.78,2,
2019,m1x,準決A組,141,1,一瀬 卓也(仙台大学),01:49.01,03:47.45,05:49.54,07:52.19,3,→Final A
2019,m1x,準決A組,141,2,藤岡 天翔(同志社大学),01:57.81,04:03.64,06:04.54,08:01.36,2,→Final B
2019,m1x,準決A組,141,3,増田 大樹(東京工業大学),02:03.17,04:08.48,06:13.29,08:06.56,5,
2019,m1x,準決A組,141,4,浅野 優次郎(筑波大学),01:58.69,04:04.55,06:08.44,08:12.56,4,
2019,m1x,準決B組,142,1,吾郷 匠実(松江工業高等専門学校),01:49.50,03:44.63,05:47.99,07:53.36,3,→Final A
2019,m1x,準決B組,142,2,山﨑 健(愛媛大学),01:53.07,03:51.93,05:53.97,07:57.27,5,→Final B
2019,m1x,準決B組,142,3,杉木 良平(北海道大学医学部),01:55.46,03:57.13,06:01.25,08:03.90,4,
2019,m1x,準決B組,142,4,安達 歩大(富山国際大学),01:58.44,04:01.30,06:07.08,08:10.45,2,
2019,m1x,準決C組,143,1,木村 晶(日本大学),01:47.91,03:44.84,05:44.02,07:40.76,4,→Final A
2019,m1x,準決C組,143,2,福森 一真(京都大学),01:53.19,03:50.17,05:48.90,07:45.11,3,→Final B
2019,m1x,準決C組,143,3,岡本 航太郎(龍谷大学),01:55.22,03:58.52,06:04.15,08:02.08,5,
2019,m1x,準決C組,143,4,藤田 一駿(早稲田大学理工漕艇部),01:51.43,03:56.70,06:05.76,08:10.06,2,
2019,m1x,準決D組,144,1,阿部 光治(早稲田大学),01:48.62,03:43.40,05:36.64,07:25.96,3,→Final A
2019,m1x,準決D組,144,2,大下 陽士(慶應義塾大学),01:48.82,03:42.60,05:36.88,07:26.07,2,→Final B
2019,m1x,準決D組,144,3,門馬 健将(明治大学),01:49.15,03:44.76,05:40.29,07:35.50,4,
2019,m1x,準決D組,144,4,増井 亮太(京都大学医学部),01:52.70,03:53.52,05:54.77,07:55.29,5,
2019,m1x,順決,184,1,大下 陽士(慶應義塾大学),01:47.19,03:38.49,05:30.38,07:21.01,3,
2019,m1x,順決,184,2,福森 一真(京都大学),01:51.48,03:45.12,05:39.01,07:30.52,4,
2019,m1x,順決,184,3,山﨑 健(愛媛大学),01:49.51,03:46.60,05:42.99,07:34.17,2,
2019,m1x,順決,184,4,藤岡 天翔(同志社大学),01:53.41,03:51.29,05:50.24,07:49.46,5,
2019,m1x,決勝,196,1,一瀬 卓也(仙台大学),01:45.84,03:37.93,05:29.21,07:17.02,2,
2019,m1x,決勝,196,2,吾郷 匠実(松江工業高等専門学校),01:45.59,03:38.63,05:30.14,07:20.91,5,
2019,m1x,決勝,196,3,阿部 光治(早稲田大学),01:49.32,03:43.32,05:36.41,07:27.10,3,
2019,m1x,決勝,196,4,木村 晶(日本大学),01:49.14,03:45.99,05:45.26,07:37.99,4,
2019,w1x,予選A組,7,1,菅沼 奈津美(龍谷大学),02:00.26,04:06.88,06:14.95,08:23.60,6,→Semi-Final
2019,w1x,予選A組,7,2,菅原 未羽(福岡女子大学),02:02.88,04:13.69,06:25.25,08:31.93,5,
2019,w1x,予選A組,7,3,溝口 心華(中央大学),02:00.97,04:11.95,06:25.44,08:32.90,1,
2019,w1x,予選A組,7,4,安藤 里架(東北大学),02:04.72,04:16.29,06:29.19,08:38.62,2,
2019,w1x,予選A組,7,5,宮嶋 優海(愛媛大学),02:03.55,04:16.10,06:33.52,08:46.18,3,
2019,w1x,予選A組,7,6,高橋 萌(成城大学),02:08.79,04:30.32,06:52.88,09:06.69,4,
2019,w1x,予選B組,8,1,四方 美咲(鹿屋体育大学),02:05.86,04:14.27,06:22.23,08:27.59,6,→Semi-Final
2019,w1x,予選B組,8,2,栗原 安加里(松山大学),02:00.07,04:10.59,06:20.90,08:29.69,1,
2019,w1x,予選B組,8,3,田畑 七奈(小樽商科大学),02:00.88,04:10.38,06:23.08,08:30.30,2,
2019,w1x,予選B組,8,4,柿島 麗(金沢大学),02:01.45,04:12.88,06:28.27,08:37.76,4,
2019,w1x,予選B組,8,5,佐藤 真夏海(一橋大学),02:03.26,04:14.76,06:27.89,08:39.30,5,
2019,w1x,予選B組,8,6,土居 あやめ(南山大学),02:05.52,04:19.26,06:33.21,08:45.42,3,
2019,w1x,予選C組,9,1,三嶋 怜奈(立教大学),01:58.38,04:02.94,06:10.29,08:15.10,1,→Semi-Final
2019,w1x,予選C組,9,2,藏田 結月(大阪工業大学),02:05.85,04:17.82,06:34.21,08:48.96,5,
2019,w1x,予選C組,9,3,宇佐川 穂音(関西学院大学),02:07.20,04:18.74,06:36.46,08:54.24,2,
2019,w1x,予選C組,9,4,坂元 里乃(東京医科歯科大学),02:11.08,04:25.71,06:41.87,09:00.46,4,
2019,w1x,予選C組,9,5,柴田 奈々美(熊本大学),02:18.95,04:32.39,06:49.96,09:06.88,3,
2019,w1x,予選D組,10,1,藤枝 智美(東京外国語大学),01:56.82,03:59.16,06:08.52,08:17.99,3,→Semi-Final
2019,w1x,予選D組,10,2,山本 千咲(関西大学),02:01.03,04:08.93,06:16.55,08:20.74,2,
2019,w1x,予選D組,10,3,二宮 由紀子(京都大学),02:02.29,04:09.47,06:16.27,08:22.66,5,
2019,w1x,予選D組,10,4,松永 真梨子(九州大学),02:02.81,04:11.91,06:21.64,08:30.98,4,
2019,w1x,予選D組,10,5,山本 紗奈(同志社大学),02:05.97,04:17.74,06:32.50,08:46.41,1,
2019,w1x,予選D組,10,6,福岡 楓(日本女子体育大学),02:09.37,04:25.03,06:43.07,09:00.33,6,
2019,w1x,予選E組,11,1,高島 美晴(明治大学),01:53.46,03:53.33,05:54.72,07:55.64,4,→Semi-Final
2019,w1x,予選E組,11,2,足立 知里(名古屋工業大学),02:01.81,04:08.39,06:16.90,08:25.09,2,
2019,w1x,予選E組,11,3,水野 友紀(成蹊大学),02:03.75,04:12.34,06:22.93,08:32.15,3,
2019,w1x,予選E組,11,4,今村 美波(香川大学),02:05.24,04:17.98,06:30.26,08:40.22,1,
2019,w1x,予選E組,11,5,松原 佳代子(慶應義塾大学),02:08.43,04:21.90,06:35.09,08:47.94,6,
2019,w1x,予選E組,11,6,伊藤 彩夏(仙台大学),02:12.68,04:27.08,06:39.68,08:49.35,5,
2019,w1x,予選F組,12,1,松井 友理乃(早稲田大学),01:58.07,04:01.49,06:04.97,08:06.77,4,→Semi-Final
2019,w1x,予選F組,12,2,新垣 祐香(日本医科大学),02:02.23,04:06.74,06:13.10,08:16.31,2,
2019,w1x,予選F組,12,3,表谷 しずほ(日本体育大学),02:01.71,04:12.41,06:26.84,08:39.36,3,
2019,w1x,予選F組,12,4,田原 京佳(山口大学),02:03.94,04:16.02,06:29.59,08:40.62,1,
2019,w1x,予選F組,12,5,侍来 千乃都(富山国際大学),02:04.91,04:20.00,06:35.32,08:49.42,5,
2019,w1x,敗復A組,70,1,栗原 安加里(松山大学),02:00.04,04:10.20,06:21.54,08:33.33,3,→Semi-Final
2019,w1x,敗復A組,70,2,田畑 七奈(小樽商科大学),02:00.32,04:12.35,06:28.21,08:42.09,4,→Semi-Final
2019,w1x,敗復A組,70,3,今村 美波(香川大学),02:06.19,04:20.24,06:36.54,08:48.38,2,
2019,w1x,敗復A組,70,4,田原 京佳(山口大学),02:04.98,04:19.65,06:36.99,08:48.39,5,
2019,w1x,敗復A組,70,5,福岡 楓(日本女子体育大学),02:11.04,04:29.42,06:49.31,09:10.91,1,
