year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2000,w2x,予選C組,15,3,神戸大学,02:00.13,04:08.49,06:17.96,08:23.29,1,
2000,w2x,予選C組,15,4,東海大学,02:04.78,04:14.33,06:25.00,08:39.23,5,
2000,w2x,予選C組,15,5,山口大学,02:17.26,04:46.50,07:17.20,09:45.48,3,
2000,w2x,予選D組,16,1,龍谷大学,01:54.94,03:55.39,06:02.61,08:12.74,2,->Semi-Final
2000,w2x,予選D組,16,2,慶應義塾大学,01:59.66,04:04.50,06:15.28,08:28.36,5,
2000,w2x,予選D組,16,3,一橋大学,02:02.06,04:11.94,06:27.48,08:41.43,1,
2000,w2x,予選D組,16,4,北海道大学,02:14.06,04:25.27,06:47.10,09:37.10,4,
2000,w2x,予選D組,16,5,島根大学,02:23.74,04:51.04,07:25.40,09:54.87,3,
2000,w2x,予選E組,17,1,日本体育大学,01:56.15,04:01.28,06:11.40,08:16.23,5,->Semi-Final
2000,w2x,予選E組,17,2,東京経済大学,02:02.48,04:10.77,06:21.56,08:26.09,2,
2000,w2x,予選E組,17,3,鹿屋体育大学,02:08.45,04:20.92,06:36.61,08:45.27,3,
2000,w2x,予選E組,17,4,北里大学医学部,02:13.86,04:32.38,06:54.08,09:11.49,4,
2000,w2x,予選E組,17,5,神戸商船大学,02:17.02,04:40.12,07:07.57,09:28.66,1,
2000,w2x,予選F組,18,1,東北大学,02:00.63,04:05.18,06:11.84,08:17.63,2,->Semi-Final
2000,w2x,予選F組,18,2,滋賀大学経済学部,02:08.27,04:17.62,06:30.44,08:41.42,5,
2000,w2x,予選F組,18,3,明治大学,02:06.12,04:18.53,06:30.01,08:42.32,3,
2000,w2x,予選F組,18,4,静岡産業大学,02:11.78,04:25.65,06:42.69,08:57.22,4,
2000,w2x,敗復A組,73,1,東海大学,02:01.14,04:03.40,06:04.97,08:06.24,3,->Semi-Final
2000,w2x,敗復A組,73,2,滋賀大学経済学部,02:01.47,04:04.04,06:07.74,08:10.01,4,->Semi-Final
2000,w2x,敗復A組,73,3,北里大学医学部,02:03.45,04:09.98,06:12.33,08:16.00,5,
2000,w2x,敗復A組,73,4,南山大学,02:07.64,04:16.11,06:28.07,08:39.89,2,
2000,w2x,敗復B組,74,1,慶應義塾大学,01:55.00,03:53.06,05:52.54,07:52.52,3,->Semi-Final
2000,w2x,敗復B組,74,2,一橋大学,01:57.15,03:58.05,06:01.45,08:05.31,4,->Semi-Final
2000,w2x,敗復B組,74,3,愛媛大学,02:01.09,04:06.22,06:12.20,08:18.13,5,
2000,w2x,敗復B組,74,4,千葉大学,02:01.84,04:10.57,06:23.24,08:35.44,2,
2000,w2x,敗復C組,75,1,東京経済大学,01:55.01,03:54.12,05:55.12,07:56.66,3,->Semi-Final
2000,w2x,敗復C組,75,2,明治大学,01:57.38,04:01.36,06:02.88,08:05.21,4,->Semi-Final
2000,w2x,敗復C組,75,3,静岡産業大学,01:59.41,04:01.91,06:07.65,08:19.14,2,
2000,w2x,敗復C組,75,4,静岡大学,02:04.82,04:17.38,06:31.54,08:44.60,5,
2000,w2x,敗復C組,75,5,島根大学,02:12.19,04:27.17,06:46.10,09:04.40,1,
2000,w2x,敗復D組,76,1,鹿屋体育大学,01:57.81,03:58.04,05:59.60,08:00.98,4,->Semi-Final
2000,w2x,敗復D組,76,2,神戸大学,01:58.81,03:59.44,06:01.41,08:01.21,3,->Semi-Final
2000,w2x,敗復D組,76,3,日本医科大学,02:00.18,04:02.24,06:11.00,08:24.20,2,
2000,w2x,敗復D組,76,4,神戸商船大学,02:05.22,04:22.96,06:32.10,08:49.31,5,
2000,w2x,敗復D組,76,5,山口大学,02:09.15,04:25.00,06:44.81,09:06.77,1,
2000,w2x,敗復E組,77,1,共立女子大学,01:57.14,03:54.11,05:51.07,07:47.46,3,->Semi-Final
2000,w2x,敗復E組,77,2,北海道大学,01:56.46,03:56.61,05:59.22,08:01.84,1,->Semi-Final
2000,w2x,敗復E組,77,3,日本女子体育大学,01:59.09,03:59.67,06:04.35,08:06.44,4,
2000,w2x,敗復E組,77,4,岡山大学,01:58.71,04:01.10,06:05.90,08:09.62,2,
2000,w2x,敗復E組,77,5,学習院大学,02:08.96,04:18.70,06:28.65,08:39.96,5,
2000,w2x,準決A組,133,1,東北大学,01:53.68,03:51.34,05:53.58,07:54.05,3,->Final A
2000,w2x,準決A組,133,2,共立女子大学,01:59.07,03:58.48,05:58.84,07:59.90,2,->Final B
2000,w2x,準決A組,133,3,一橋大学,01:54.52,03:56.61,06:01.68,08:06.86,5,
2000,w2x,準決A組,133,4,東京商船大学,02:00.78,04:03.90,06:07.58,08:14.31,4,
2000,w2x,準決B組,134,1,日本体育大学,01:50.17,03:47.54,05:47.71,07:45.83,3,->Final A
2000,w2x,準決B組,134,2,慶應義塾大学,01:54.09,03:54.61,05:56.08,07:57.55,2,->Final B
2000,w2x,準決B組,134,3,明治大学,01:58.71,04:02.14,06:07.73,08:10.78,5,
2000,w2x,準決B組,134,4,立教大学,02:03.31,04:10.84,06:18.83,08:32.68,4,
2000,w2x,準決C組,135,1,龍谷大学,01:54.86,03:52.14,05:52.68,07:51.54,3,->Final A
2000,w2x,準決C組,135,2,東京経済大学,01:59.02,03:58.10,05:59.95,07:58.56,4,->Final B
2000,w2x,準決C組,135,3,東海大学,02:05.09,04:07.15,06:11.71,08:15.77,5,
2000,w2x,準決C組,135,4,北海道大学,02:05.74,04:10.55,06:19.60,08:27.64,2,
2000,w2x,準決D組,136,1,早稲田大学,01:54.92,03:52.15,05:50.31,07:48.10,3,->Final A
2000,w2x,準決D組,136,2,神戸大学,01:59.93,04:03.40,06:04.80,07:59.53,2,->Final B
2000,w2x,準決D組,136,3,鹿屋体育大学,01:59.08,04:02.09,06:03.34,08:02.50,4,
2000,w2x,準決D組,136,4,滋賀大学経済学部,02:01.59,04:07.15,06:10.66,08:15.23,5,
2000,w2x,順決,170,1,東京経済大学,01:52.78,03:47.54,05:44.31,07:39.96,4,
2000,w2x,順決,170,2,慶應義塾大学,01:51.02,03:47.25,05:46.00,07:42.69,3,
2000,w2x,順決,170,3,共立女子大学,01:56.78,03:54.91,05:52.24,07:47.46,5,
2000,w2x,順決,170,4,神戸大学,01:57.00,03:57.44,05:56.06,07:52.25,2,
2000,w2x,決勝,171,1,龍谷大学,01:50.06,03:43.97,05:39.14,07:33.87,2,
2000,w2x,決勝,171,2,早稲田大学,01:51.71,03:45.25,05:41.07,07:35.82,4,
2000,w2x,決勝,171,3,日本体育大学,01:50.34,03:45.91,05:43.23,07:38.41,3,
2000,w2x,決勝,171,4,東北大学,01:54.58,03:52.45,05:50.31,07:46.46,5,
2000,m2-,予選A組,29,1,日本大学,01:50.64,03:50.51,05:52.52,07:46.59,2,->Semi-Final
2000,m2-,予選A組,29,2,京都大学,01:57.31,04:00.79,06:05.80,08:04.56,3,
2000,m2-,予選A組,29,3,東海大学,01:55.81,04:02.24,06:11.98,08:13.34,4,
2000,m2-,予選A組,29,4,一橋大学,01:54.56,04:01.01,06:13.33,08:14.44,5,
2000,m2-,予選A組,29,5,慶應義塾大学,03:01.52,05:26.53,07:42.59,09:57.87,1,
2000,m2-,予選B組,30,1,北海道大学,01:52.82,03:50.44,05:51.69,07:52.57,5,->Semi-Final
2000,m2-,予選B組,30,2,福島県立医科大学,01:55.46,03:56.14,05:57.61,08:06.52,3,
2000,m2-,予選B組,30,3,立命館大学,02:02.94,04:04.41,06:07.46,08:09.60,1,
2000,m2-,予選B組,30,4,日本体育大学,02:00.21,04:03.35,06:10.14,08:20.18,2,
2000,m2-,予選B組,30,5,秋田大学,02:07.59,04:16.68,06:34.00,08:48.94,4,
2000,m2-,予選C組,31,1,龍谷大学,01:56.01,03:57.81,05:57.13,07:52.55,1,->Semi-Final
2000,m2-,予選C組,31,2,東京商船大学,01:53.32,03:54.97,05:57.53,08:01.94,4,
2000,m2-,予選C組,31,3,東北大学,01:54.06,04:00.30,06:15.14,08:30.30,5,
2000,m2-,予選C組,31,4,東京医科歯科大学,02:03.11,04:12.96,06:24.02,08:37.13,3,
2000,m2-,予選D組,32,1,中央大学,01:54.42,03:54.00,06:00.79,08:08.19,5,->Semi-Final
2000,m2-,予選D組,32,2,明治大学,01:55.81,03:55.35,06:03.60,08:11.85,4,
2000,m2-,予選D組,32,3,同志社大学,02:01.06,04:02.15,06:10.31,08:16.14,1,
2000,m2-,予選D組,32,4,立教大学,02:02.70,04:09.89,06:27.52,08:42.44,2,
2000,m2-,予選D組,32,5,金沢大学,02:04.17,04:16.74,06:44.36,09:06.76,3,
2000,m2-,敗復A組,88,1,明治大学,01:51.35,03:49.34,05:52.21,07:52.83,4,->Semi-Final
2000,m2-,敗復A組,88,2,立命館大学,01:57.69,04:02.24,06:03.88,08:01.43,3,
2000,m2-,敗復A組,88,3,立教大学,01:57.85,04:02.44,06:08.29,08:13.80,2,
2000,m2-,敗復A組,88,4,秋田大学,02:02.91,04:13.26,06:25.67,08:29.46,5,
2000,m2-,敗復B組,89,1,福島県立医科大学,01:54.93,03:56.66,05:59.09,08:02.15,3,->Semi-Final
2000,m2-,敗復B組,89,2,東海大学,01:57.93,04:01.91,06:09.58,08:16.64,4,
2000,m2-,敗復B組,89,3,東京医科歯科大学,02:02.89,04:07.26,06:15.16,08:23.45,2,
2000,m2-,敗復B組,89,4,金沢大学,02:01.23,04:12.30,06:26.41,08:36.09,5,
2000,m2-,敗復C組,90,1,慶應義塾大学,01:53.75,03:56.30,06:01.22,08:02.05,5,->Semi-Final
2000,m2-,敗復C組,90,2,京都大学,02:00.47,04:05.03,06:11.18,08:14.01,3,
2000,m2-,敗復C組,90,3,一橋大学,01:56.89,04:01.65,06:11.88,08:14.91,4,
2000,m2-,敗復C組,90,4,東北大学,01:59.43,04:04.86,06:13.61,08:18.49,2,
2000,m2-,敗復D組,91,1,東京商船大学,01:55.67,03:54.78,05:50.60,07:52.11,3,->Semi-Final
2000,m2-,敗復D組,91,2,同志社大学,01:56.01,03:53.49,05:50.01,07:53.76,4,
2000,m2-,敗復D組,91,3,東京工業大学,01:59.81,03:58.95,06:00.34,08:14.26,5,
2000,m2-,敗復D組,91,4,日本体育大学,02:01.71,04:08.68,06:13.14,08:27.41,2,
2000,m2-,準決A組,141,1,北海道大学,01:46.61,03:41.04,05:36.99,07:26.98,4,->Final A
2000,m2-,準決A組,141,2,龍谷大学,01:52.01,03:48.37,05:44.19,07:36.21,3,->Final A
2000,m2-,準決A組,141,3,東京商船大学,01:51.78,03:50.60,05:48.89,07:39.55,2,->Final B
2000,m2-,準決A組,141,4,福島県立医科大学,01:50.00,03:50.96,05:52.90,07:54.73,5,->Final B
2000,m2-,準決B組,142,1,日本大学,01:45.55,03:38.50,05:34.13,07:27.07,3,->Final A
2000,m2-,準決B組,142,2,明治大学,01:46.73,03:38.21,05:35.99,07:30.58,2,->Final A
2000,m2-,準決B組,142,3,慶應義塾大学,01:47.07,03:42.64,05:39.65,07:31.76,5,->Final B
2000,m2-,準決B組,142,4,中央大学,01:47.62,03:42.84,05:40.67,07:37.02,4,->Final B
2000,m2-,順決,176,1,中央大学,01:44.56,03:38.04,05:35.20,07:27.43,4,
2000,m2-,順決,176,2,東京商船大学,01:49.20,03:43.04,05:36.83,07:27.82,2,
2000,m2-,順決,176,3,慶應義塾大学,01:47.85,03:43.22,05:39.84,07:33.50,3,
2000,m2-,順決,176,4,福島県立医科大学,01:46.59,03:43.44,05:39.25,07:35.78,5,
2000,m2-,決勝,177,1,北海道大学,01:44.11,03:34.68,05:29.44,07:18.80,3,
2000,m2-,決勝,177,2,日本大学,01:45.98,03:36.59,05:30.20,07:19.99,4,
2000,m2-,決勝,177,3,龍谷大学,01:47.42,03:40.90,05:35.46,07:28.01,5,
2000,m2-,決勝,177,4,明治大学,01:45.39,03:36.04,05:33.08,07:36.06,2,
2000,w2-,予選A組,123,1,島根大学,02:01.71,04:08.24,06:16.30,08:21.70,5,->Final A
2000,w2-,予選A組,123,2,龍谷大学,02:05.11,04:13.78,06:20.83,08:24.92,2,->Final A
2000,w2-,予選A組,123,3,鹿屋体育大学,02:05.86,04:12.54,06:21.08,08:27.64,4,->Final B
2000,w2-,予選A組,123,4,明治大学,02:04.59,04:13.54,06:25.87,08:37.87,3,->Final B
2000,w2-,予選B組,124,1,早稲田大学,02:04.38,04:07.78,06:14.75,08:20.28,4,->Final A
2000,w2-,予選B組,124,2,日本体育大学,02:04.66,04:11.04,06:22.33,08:30.18,5,->Final A
2000,w2-,予選B組,124,3,北海道大学,02:09.69,04:20.08,06:35.01,08:45.61,3,->Final B
2000,w2-,予選B組,124,4,一橋大学,02:12.33,04:45.35,07:17.41,10:01.79,2,->Final B
2000,w2-,順決,174,1,鹿屋体育大学,02:03.47,04:08.94,06:15.97,08:17.40,3,
2000,w2-,順決,174,2,明治大学,02:03.40,04:04.67,06:12.67,08:21.69,4,
2000,w2-,順決,174,3,北海道大学,02:06.42,04:15.98,06:28.14,08:37.28,2,
2000,w2-,順決,174,4,一橋大学,02:14.13,04:39.75,07:04.98,09:28.47,5,
2000,w2-,決勝,175,1,早稲田大学,01:57.53,03:58.44,06:01.82,08:06.16,3,
2000,w2-,決勝,175,2,島根大学,01:58.29,04:00.54,06:05.62,08:09.06,4,
2000,w2-,決勝,175,3,龍谷大学,02:02.40,04:08.24,06:11.42,08:14.38,2,
2000,w2-,決勝,175,4,日本体育大学,02:09.34,04:07.15,06:15.62,08:23.79,5,
2000,m1x,予選A組,39,1,遠藤一史(東北学院大学),01:52.90,03:53.77,06:06.34,08:15.08,1,->Semi-Final
2000,m1x,予選A組,39,2,三浦和也(東京大学),02:00.21,04:01.37,06:11.27,08:16.47,4,
2000,m1x,予選A組,39,3,佐野知之(静岡大学),02:00.02,04:02.16,06:15.38,08:24.63,2,
2000,m1x,予選A組,39,4,柴田収(東京工業大学),02:01.08,04:05.79,06:18.00,08:26.68,6,
2000,m1x,予選A組,39,5,小澄大輔(青山学院大学),02:02.34,04:06.71,06:19.48,08:28.07,3,
2000,m1x,予選A組,39,6,鈴木大介(創価大学),02:16.55,04:29.60,06:53.65,09:17.75,5,
2000,m1x,予選B組,40,1,小谷和弘(東京医科歯科大学),01:53.79,03:54.69,06:00.53,07:59.38,6,->Semi-Final
2000,m1x,予選B組,40,2,二瓶伸夫(新潟大学),01:59.10,04:00.10,06:01.44,08:02.02,4,
2000,m1x,予選B組,40,3,南泰行(兵庫大学),01:53.59,03:57.95,06:10.04,08:18.61,5,
2000,m1x,予選B組,40,4,松尾大樹(成城大学),01:59.40,04:05.93,06:15.87,08:25.53,3,
2000,m1x,予選B組,40,5,守山勇気(立命館大学),02:03.87,04:14.75,06:25.17,08:35.00,2,
2000,m1x,予選B組,40,6,東田圭右(広島大学),02:10.10,04:23.59,06:39.74,08:56.14,1,
2000,m1x,予選C組,41,1,本田良一(富山国際大学),01:51.35,03:49.04,05:49.63,07:56.94,5,->Semi-Final
2000,m1x,予選C組,41,2,有賀寛幸(法政大学),01:54.80,03:53.64,05:54.75,08:00.15,4,
2000,m1x,予選C組,41,3,楠本恭介(鹿屋体育大学),01:55.06,03:53.90,05:54.48,08:01.20,1,
2000,m1x,予選C組,41,4,清水秀哉(千葉大学),01:56.52,03:56.40,05:57.77,08:04.21,3,
2000,m1x,予選C組,41,5,大橋良生(小樽商科大学),01:55.42,03:55.51,06:01.74,08:16.65,2,
2000,m1x,予選C組,41,6,宮池周作(秋田大学),02:01.72,04:08.29,06:20.33,08:37.56,6,
2000,m1x,予選D組,42,1,越智正文(松山大学),01:52.06,03:50.89,05:55.89,07:53.40,2,->Semi-Final
2000,m1x,予選D組,42,2,金山大一郎(東京経済大学),01:53.21,03:53.51,06:00.67,07:58.00,5,
2000,m1x,予選D組,42,3,下鳥健吾(徳島大学),01:51.27,03:53.04,06:02.32,08:04.45,3,
2000,m1x,予選D組,42,4,堤昭広(金沢大学),01:55.40,03:57.68,06:05.61,08:06.43,1,
2000,m1x,予選D組,42,5,平田浩敏(追手門学院大学),02:01.11,04:10.16,06:25.89,08:39.11,4,
2000,m1x,予選E組,43,1,菊地健司(北海道大学),01:52.52,03:58.69,06:04.14,08:03.94,2,->Semi-Final
2000,m1x,予選E組,43,2,三宅晃司(南山大学),01:58.35,04:10.80,06:25.74,08:36.74,4,
2000,m1x,予選E組,43,3,武富史暁(東京商船大学),02:05.09,04:22.17,06:35.93,08:43.90,1,
2000,m1x,予選E組,43,4,渡辺哲(日本大学工学部),02:08.62,04:28.30,06:43.32,08:53.85,3,
2000,m1x,予選E組,43,5,本田敬徳(大同工業大学),02:14.57,04:34.05,06:49.52,08:59.46,5,
2000,m1x,予選F組,44,1,田中良征(江戸川大学),01:56.36,03:59.01,06:05.50,08:05.99,2,->Semi-Final
2000,m1x,予選F組,44,2,小林周平(愛媛大学),01:58.91,04:04.24,06:12.27,08:11.22,4,
2000,m1x,予選F組,44,3,本間正人(東京水産大学),02:00.73,04:07.27,06:19.69,08:28.78,3,
2000,m1x,予選F組,44,4,森井久史(愛知工科大学),02:04.71,04:17.86,06:32.56,08:42.33,5,
2000,m1x,予選F組,44,5,田代祥人(愛知工業大学),02:12.57,04:27.61,06:40.49,08:51.89,1,
2000,m1x,予選G組,45,1,矢野彰男(日本体育大学),01:46.85,03:41.15,05:38.38,07:32.95,1,->Semi-Final
2000,m1x,予選G組,45,2,橘完太(名古屋大学),01:55.78,03:56.69,06:01.65,08:08.56,4,
2000,m1x,予選G組,45,3,窪田新太郎(学習院大学),01:56.23,03:56.44,06:04.33,08:12.84,5,
2000,m1x,予選G組,45,4,諸澤潤(東京理科大学),01:57.91,04:05.34,06:19.27,08:34.78,2,
2000,m1x,予選G組,45,5,杉山信一郎(島根大学),02:06.51,04:28.26,06:48.45,09:07.74,3,
2000,m1x,予選H組,46,1,木村昇(日本大学),01:49.24,03:48.13,05:47.38,07:41.00,4,->Semi-Final
2000,m1x,予選H組,46,2,栗田剛志(名古屋工業大学),01:49.96,03:47.88,05:46.86,07:44.58,1,
2000,m1x,予選H組,46,3,林達郎(日本医科大学),01:54.84,04:03.71,06:13.28,08:17.34,5,
2000,m1x,予選H組,46,4,中島淳(東海大学),01:55.28,04:04.90,06:19.05,08:27.96,2,
2000,m1x,予選H組,46,5,佐藤博嗣(北海学園大学),02:02.71,04:15.15,06:35.55,08:51.05,3,
2000,m1x,予選I組,47,1,渡辺幸太郎(明治大学),01:50.16,03:48.43,05:50.69,07:54.37,5,->Semi-Final
2000,m1x,予選I組,47,2,本宮弘(筑波大学),01:49.96,03:50.40,05:56.70,07:58.14,4,
2000,m1x,予選I組,47,3,畠達夫(東北大学),01:59.24,04:01.00,06:01.17,07:58.68,1,
2000,m1x,予選I組,47,4,鈴木貴好(静岡産業大学),02:06.97,04:18.49,06:36.16,08:51.15,2,
2000,m1x,予選I組,47,5,小澤明(防衛大学校),02:08.00,04:27.10,06:45.26,08:57.31,3,
2000,m1x,予選J組,48,1,杉山展康(立教大学),01:54.99,03:51.24,05:50.36,07:44.54,5,->Semi-Final
2000,m1x,予選J組,48,2,小泉誠史(龍谷大学),01:55.93,03:55.14,05:57.31,07:58.18,2,
2000,m1x,予選J組,48,3,大鶴俊司(早稲田大学理工学部),01:58.18,03:57.51,06:02.93,08:07.09,4,
2000,m1x,予選J組,48,4,米川慶一(東京都立大学),02:09.30,04:21.32,06:34.82,08:43.27,3,
2000,m1x,予選J組,48,5,小坂進(茨城大学),02:09.52,04:20.45,06:36.06,08:47.02,1,
2000,m1x,敗復A組,97,1,下鳥健吾(徳島大学),01:53.45,03:57.34,06:04.45,08:10.04,3,->Semi-Final
2000,m1x,敗復A組,97,2,堤昭広(金沢大学),01:58.45,04:00.99,06:10.38,08:15.08,4,
2000,m1x,敗復A組,97,3,森井久史(愛知工科大学),02:00.64,04:09.53,06:24.60,08:31.81,5,
2000,m1x,敗復A組,97,4,平田浩敏(追手門学院大学),02:03.89,04:13.28,06:28.81,08:35.94,2,
2000,m1x,敗復B組,98,1,清水秀哉(千葉大学),01:51.88,03:50.40,05:49.91,07:55.28,3,->Semi-Final
2000,m1x,敗復B組,98,2,大鶴俊司(早稲田大学理工学部),01:54.74,03:54.17,05:54.31,07:57.56,4,
2000,m1x,敗復B組,98,3,宮池周作(秋田大学),02:04.94,04:20.28,06:28.65,08:33.62,2,
2000,m1x,敗復B組,98,4,米川慶一(東京都立大学),02:05.18,04:18.62,06:26.64,08:34.53,5,
2000,m1x,敗復C組,99,1,二瓶伸夫(新潟大学),01:54.35,03:55.28,05:54.59,08:04.79,3,->Semi-Final
2000,m1x,敗復C組,99,2,橘完太(名古屋大学),01:52.62,03:54.57,05:55.04,08:22.71,4,
2000,m1x,敗復C組,99,3,武富史暁(東京商船大学),02:05.50,04:14.04,06:19.86,08:27.01,5,
2000,m1x,敗復C組,99,4,三宅晃司(南山大学),01:56.34,04:07.06,06:17.78,08:38.81,2,
2000,m1x,敗復D組,100,1,楠本恭介(鹿屋体育大学),01:52.77,03:50.31,05:52.20,08:00.66,3,->Semi-Final
2000,m1x,敗復D組,100,2,小林周平(愛媛大学),01:53.06,03:52.71,05:58.41,08:09.42,4,
2000,m1x,敗復D組,100,3,守山勇気(立命館大学),01:51.11,03:48.45,05:53.48,08:13.33,2,
2000,m1x,敗復D組,100,4,小坂進(茨城大学),02:03.48,04:15.44,06:25.55,08:43.79,5,
2000,m1x,敗復E組,101,1,有賀寛幸(法政大学),01:51.01,03:49.85,05:55.87,07:58.46,3,->Semi-Final
2000,m1x,敗復E組,101,2,窪田新太郎(学習院大学),01:51.98,03:52.68,06:00.20,08:02.98,4,
2000,m1x,敗復E組,101,3,諸澤潤(東京理科大学),01:57.23,04:04.16,06:15.83,08:19.08,2,
2000,m1x,敗復E組,101,4,佐藤博嗣(北海学園大学),01:59.55,04:05.95,06:16.61,08:19.34,5,
2000,m1x,敗復F組,102,1,畠達夫(東北大学),01:57.33,03:56.46,05:55.77,07:56.06,3,->Semi-Final
2000,m1x,敗復F組,102,2,三浦和也(東京大学),01:59.11,03:58.76,06:03.70,08:10.01,4,
2000,m1x,敗復F組,102,3,本間正人(東京水産大学),01:54.68,03:53.46,06:02.11,08:16.92,2,
2000,m1x,敗復F組,102,4,鈴木貴好(静岡産業大学),02:01.11,04:08.19,06:23.78,08:47.86,5,
2000,m1x,敗復G組,103,1,小泉誠史(龍谷大学),01:52.07,03:50.38,05:49.22,07:52.86,3,->Semi-Final
2000,m1x,敗復G組,103,2,大橋良生(小樽商科大学),01:54.44,03:53.57,05:55.77,08:02.84,4,
2000,m1x,敗復G組,103,3,小澄大輔(青山学院大学),02:00.74,04:06.30,06:17.59,08:29.96,2,
2000,m1x,敗復G組,103,4,田代祥人(愛知工業大学),02:02.74,04:12.42,06:27.03,08:41.08,5,
2000,m1x,敗復H組,104,1,本宮弘(筑波大学),01:54.65,03:55.94,05:59.20,07:57.62,3,->Semi-Final
2000,m1x,敗復H組,104,2,林達郎(日本医科大学),01:55.49,03:57.30,06:04.11,08:07.93,4,
2000,m1x,敗復H組,104,3,中島淳(東海大学),01:54.87,04:01.25,06:15.28,08:24.21,2,
2000,m1x,敗復H組,104,4,渡辺哲(日本大学工学部),02:04.28,04:15.70,06:39.45,08:55.62,5,
2000,m1x,敗復H組,104,5,鈴木大介(創価大学),02:15.81,04:34.15,07:01.19,09:23.77,1,
2000,m1x,敗復I組,105,1,金山大一郎(東京経済大学),01:53.07,03:54.46,05:57.49,07:58.97,3,->Semi-Final
2000,m1x,敗復I組,105,2,南泰行(兵庫大学),01:52.12,03:55.40,06:03.75,08:12.24,4,
2000,m1x,敗復I組,105,3,柴田収(東京工業大学),02:03.87,04:13.60,06:30.00,08:39.88,2,
2000,m1x,敗復I組,105,4,杉山信一郎(島根大学),01:59.85,04:15.31,06:30.68,08:46.86,1,
2000,m1x,敗復I組,105,5,東田圭右(広島大学),02:04.88,04:28.44,06:42.24,08:48.06,5,
2000,m1x,敗復J組,106,1,栗田剛志(名古屋工業大学),01:50.93,03:48.70,05:47.39,07:41.71,3,->Semi-Final
2000,m1x,敗復J組,106,2,松尾大樹(成城大学),01:52.90,03:55.71,06:01.19,08:08.71,2,
2000,m1x,敗復J組,106,3,佐野知之(静岡大学),01:58.61,04:03.94,06:16.04,08:27.82,4,
2000,m1x,敗復J組,106,4,小澤明(防衛大学校),02:03.34,04:13.38,06:31.90,08:42.44,5,
2000,m1x,敗復J組,106,5,本田敬徳(大同工業大学),02:08.82,04:25.44,06:46.63,09:04.07,1,
2000,m1x,準決A組,147,1,渡辺幸太郎(明治大学),01:50.84,03:45.11,05:41.17,07:39.79,4,->Final A
2000,m1x,準決A組,147,2,栗田剛志(名古屋工業大学),01:55.50,03:50.94,05:46.69,07:42.15,2,->Final B
2000,m1x,準決A組,147,3,越智正文(松山大学),01:56.15,03:53.61,05:52.42,07:47.33,3,
2000,m1x,準決A組,147,4,楠本恭介(鹿屋体育大学),01:56.62,03:55.47,05:56.15,07:58.28,5,
2000,m1x,準決A組,147,5,二瓶伸夫(新潟大学),02:05.41,04:02.33,06:01.88,08:02.10,1,
2000,m1x,準決B組,148,1,杉山展康(立教大学),01:53.14,03:48.69,05:43.76,07:39.19,3,->Final A
2000,m1x,準決B組,148,2,小泉誠史(龍谷大学),01:54.78,03:55.04,05:51.35,07:46.04,2,->Final B
2000,m1x,準決B組,148,3,本田良一(富山国際大学),01:56.74,03:56.07,05:53.57,07:49.17,4,
2000,m1x,準決B組,148,4,金山大一郎(東京経済大学),01:57.02,03:58.07,05:55.77,07:51.04,5,
2000,m1x,準決B組,148,5,下鳥健吾(徳島大学),01:53.56,03:53.64,05:57.68,08:00.17,1,
2000,m1x,準決C組,149,1,木村昇(日本大学),01:54.16,03:49.78,05:48.74,07:50.65,3,->Final A
2000,m1x,準決C組,149,2,小谷和弘(東京医科歯科大学),01:56.56,03:55.46,05:55.84,07:52.54,4,->Final B
2000,m1x,準決C組,149,3,有賀寛幸(法政大学),01:56.06,03:53.80,05:55.70,08:03.36,1,
2000,m1x,準決C組,149,4,清水秀哉(千葉大学),01:59.49,04:01.07,06:03.52,08:05.65,5,
2000,m1x,準決C組,149,5,遠藤一史(東北学院大学),01:56.88,04:01.07,06:10.48,08:20.35,2,
2000,m1x,準決D組,150,1,矢野彰男(日本体育大学),01:45.01,03:38.74,05:32.05,07:22.38,3,->Final A
2000,m1x,準決D組,150,2,田中良征(江戸川大学),01:48.82,03:45.39,05:40.74,07:37.54,2,->Final B
2000,m1x,準決D組,150,3,菊地健司(北海道大学),01:52.07,03:48.30,05:42.59,07:38.54,4,
2000,m1x,準決D組,150,4,本宮弘(筑波大学),01:52.08,03:51.48,05:47.35,07:41.04,1,
2000,m1x,準決D組,150,5,畠達夫(東北大学),01:58.23,03:57.48,05:53.06,07:48.67,5,
2000,m1x,順決,180,1,栗田剛志(名古屋工業大学),01:53.68,03:56.24,05:58.64,08:01.41,4,
2000,m1x,順決,180,2,小谷和弘(東京医科歯科大学),01:54.81,03:57.70,06:00.84,08:03.06,5,
2000,m1x,順決,180,3,小泉誠史(龍谷大学),01:58.23,03:58.82,06:00.41,08:06.09,2,
2000,m1x,順決,180,4,田中良征(江戸川大学),01:54.02,04:00.98,06:08.15,08:23.06,3,
2000,m1x,決勝,181,1,矢野彰男(日本体育大学),01:48.04,03:45.34,05:43.11,07:41.96,3,
2000,m1x,決勝,181,2,木村昇(日本大学),01:51.04,03:51.54,05:53.15,07:56.07,5,
2000,m1x,決勝,181,3,杉山展康(立教大学),01:53.99,03:54.56,05:56.14,08:04.44,4,
2000,m1x,決勝,181,4,渡辺幸太郎(明治大学),01:54.54,03:57.36,06:03.11,08:14.25,2,
